professor,projeto,resumo
ALAN JOHN ALEXANDER MCBRIDE,Vacina recombinante contra leptospirose: complexo de poliproteínas imunogênicas,Vacina recombinante contra leptospirose: complexo de poliproteínas imunogênicas
ALAN JOHN ALEXANDER MCBRIDE,Vacina recombinante contra leptospirose: complexo de poliproteínas imunogênicas,PESQUISA
ALAN JOHN ALEXANDER MCBRIDE,Vacina recombinante contra leptospirose: complexo de poliproteínas imunogênicas,03/06/2019 - 31/07/2021
ALAN JOHN ALEXANDER MCBRIDE,Vacina recombinante contra leptospirose: complexo de poliproteínas imunogênicas,Centro de Desenvolvimento Tecnológico
ALAN JOHN ALEXANDER MCBRIDE,Vacina recombinante contra leptospirose: complexo de poliproteínas imunogênicas,ODIR ANTONIO DELLAGOSTIN
ALAN JOHN ALEXANDER MCBRIDE,Vacina recombinante contra leptospirose: complexo de poliproteínas imunogênicas,Ciências Agrárias - Medicina Veterinária - Doenças Infecciosas de Animais
ALAN JOHN ALEXANDER MCBRIDE,Vacina recombinante contra leptospirose: complexo de poliproteínas imunogênicas,"Embora a vacinação seja a melhor forma de controle de doenças infecciosas, algumas vacinas disponíveis comercialmente possuem sérias limitações, pois não conseguem induzir proteção de longa duração, proteção contra um amplo espectro de variantes do agente infeccioso e de fácil produção. Este é o caso da vacina contra leptospirose, uma importante zoonose que causa severos prejuízos na produção agropecuária, bem como doença grave em animais de companhia e em humanos. Nosso grupo de pesquisa do Núcleo de Biotecnologia do CDTec vem trabalhando no desenvolvimento de vacinas recombinantes contra leptospirose há mais de 15 anos. Durante este período, avanços significativos foram alcançados. Dentro deste contexto, o objetivo deste projeto é dar continuidade ao trabalho de avaliação de novas preparações vacinais compostas por complexos de proteínas imonogênicas, as quais, em estudos preliminares, já demonstraram seu potencial imunoprotetor. Estes experimentos contarão com a cooperação técnica entre pesquisadores da UFPel, onde os mesmos serão conduzidos, e da empresa Ouro Fino Saúde Animal S.A, fornecedora de material e de tecnologia de expressão de complexo de proteínas imunogênicas. Os resultados que serão obtidos poderão gerar inovação tecnológica, da qual será requerida a proteção da propriedade intelectual através do depósito de patentes. Além disso, a execução do projeto possibilitará a formação de recursos humanos e a geração de conhecimento que será divulgado através de artigos científicos e de outros meios de divulgação científica."
ALAN JOHN ALEXANDER MCBRIDE,Aprimoramento de uma vacina universal contra Leptospirose,Aprimoramento de uma vacina universal contra Leptospirose
ALAN JOHN ALEXANDER MCBRIDE,Aprimoramento de uma vacina universal contra Leptospirose,PESQUISA
ALAN JOHN ALEXANDER MCBRIDE,Aprimoramento de uma vacina universal contra Leptospirose,01/08/2016 - 31/07/2021
ALAN JOHN ALEXANDER MCBRIDE,Aprimoramento de uma vacina universal contra Leptospirose,Centro de Desenvolvimento Tecnológico
ALAN JOHN ALEXANDER MCBRIDE,Aprimoramento de uma vacina universal contra Leptospirose,ALAN JOHN ALEXANDER MCBRIDE
ALAN JOHN ALEXANDER MCBRIDE,Aprimoramento de uma vacina universal contra Leptospirose,Ciências Biológicas - Microbiologia - Microbiologia Aplicada
ALAN JOHN ALEXANDER MCBRIDE,Aprimoramento de uma vacina universal contra Leptospirose,"A Leptospirose é uma zoonose responsável por grandes epidemias em centros urbanos de países em desenvolvimento. Somente no Brasil, ~10,000 casos de leptospirose grave são registrados anualmente durante as epidemias urbanas com uma taxa de mortalidade entre 15 e 70%, dependendo da evolução clínica da doença. A ausência de medidas de controle e a falta de um teste diagnóstico laboratorial com alta sensibilidade e especificidade têm sido grandes barreiras na geração de uma resposta efetiva para saúde pública. Esta proposta é uma continuidade dos projetos CNPq Universal 2011 e 2012, nos quais identificamos uma região da proteína LigB, um determinante de virulência específico para Leptospira spp. patogênicas, que protege hamsters contra um desafio letal (80-100%, P < 0.01) induzindo imunidade esterilizante nos sobreviventes. Desta forma, considerando que agora temos uma candidata a vacina, os principais objetivos desta proposta são: 1) Desenvolver uma vacina universal com proteção-cruzada; 2) Avaliar a duração de eficácia induzida pela LigBrep/Alhydrogel; 3) Desenvolver uma vacina oral; e 4) Identificar correlatos de imunidade."
ALAN JOHN ALEXANDER MCBRIDE,Desenvolvimento de um teste diagnóstico (ELISA) para leptospirose,Desenvolvimento de um teste diagnóstico (ELISA) para leptospirose
ALAN JOHN ALEXANDER MCBRIDE,Desenvolvimento de um teste diagnóstico (ELISA) para leptospirose,PESQUISA
ALAN JOHN ALEXANDER MCBRIDE,Desenvolvimento de um teste diagnóstico (ELISA) para leptospirose,01/04/2018 - 31/03/2021
ALAN JOHN ALEXANDER MCBRIDE,Desenvolvimento de um teste diagnóstico (ELISA) para leptospirose,Centro de Desenvolvimento Tecnológico
ALAN JOHN ALEXANDER MCBRIDE,Desenvolvimento de um teste diagnóstico (ELISA) para leptospirose,ALAN JOHN ALEXANDER MCBRIDE
ALAN JOHN ALEXANDER MCBRIDE,Desenvolvimento de um teste diagnóstico (ELISA) para leptospirose,Ciências Biológicas - Microbiologia
ALAN JOHN ALEXANDER MCBRIDE,Desenvolvimento de um teste diagnóstico (ELISA) para leptospirose,"A leptospirose é uma zoonose negligenciada e com distribuição mundial, causada por espiroquetas patogênicas pertencentes ao gênero Leptospira, capaz de acometer homens e animais. Existem dois métodos principais para a detecção da doença: o teste de aglutinação microscópica (MAT), o diagnóstico padrão, e a cultura da bactéria. Todavia, ambas técnicas apresentam limitações, e a carência de um diagnóstico laboratorial rápido, barato e eficaz, faz com que essa doença seja subdiagnosticada referente a saúde pública e animal. O objetivo geral é o desenvolvimento de um teste diagnóstico para leptospirose humana e canino. Dentre os objetivos específicos estão o desenvolvimento de 1) ELISA indireto usando proteínas recombinantes; e 2) ELISA de captura, que tem como objetivo o diagnóstico na fase aguda, por ser capaz de identificar a presença da leptospiras no sangue de indivíduos infectados."
ALAN JOHN ALEXANDER MCBRIDE,Desenvolvimento de quimeras recombinantes como imunógenos contra leptospirose animal,Desenvolvimento de quimeras recombinantes como imunógenos contra leptospirose animal
ALAN JOHN ALEXANDER MCBRIDE,Desenvolvimento de quimeras recombinantes como imunógenos contra leptospirose animal,PESQUISA
ALAN JOHN ALEXANDER MCBRIDE,Desenvolvimento de quimeras recombinantes como imunógenos contra leptospirose animal,01/08/2018 - 31/07/2020
ALAN JOHN ALEXANDER MCBRIDE,Desenvolvimento de quimeras recombinantes como imunógenos contra leptospirose animal,Centro de Desenvolvimento Tecnológico
ALAN JOHN ALEXANDER MCBRIDE,Desenvolvimento de quimeras recombinantes como imunógenos contra leptospirose animal,ODIR ANTONIO DELLAGOSTIN
ALAN JOHN ALEXANDER MCBRIDE,Desenvolvimento de quimeras recombinantes como imunógenos contra leptospirose animal,Ciências Agrárias - Medicina Veterinária - Doenças Infecciosas de Animais
ALAN JOHN ALEXANDER MCBRIDE,Desenvolvimento de quimeras recombinantes como imunógenos contra leptospirose animal,"Apesar dos avanços tecnológicos que têm auxiliado no controle de doenças nas últimas décadas, leptospirose continua sendo tanto um problema de saúde pública, como uma causa de severas perdas econômicas na produção animal. O controle da leptospirose animal baseia-se na vacinação, porém as vacinas comercialmente disponíveis apresentam limitações, pois conferem proteção de curta duração, e apenas contra um limitado número de sorovares. Os sorvares utilizados na produção de vacinas foram isolados em outros países, e possivelmente não sejam os mesmos que causam surtos no nosso país. Este projeto tem por objetivo consolidar os estudos iniciados em 2004, resultantes do projeto genoma de Leptospira interrogans, o qual mobilizou vários grupos de pesquisa do país.  Estamos propondo avaliar os antígenos mais promissores produzidos na forma de quimera, em diferentes sistemas de expressão, e formulados com distintos adjuvantes. Com isso, teremos um conjunto de informações até então indisponível, e que servirá para orientar a escolha de cepas para a produção de uma vacina otimizada para a situação epidemiológica do nosso país. Dessa forma, as chances de obtenção de um produto inovador e de grande impacto no controle da leptospirose passam a ser reais."
ALAN JOHN ALEXANDER MCBRIDE,Identificação antígenos candidatos para vacina e diagnóstico com base na vacinologia reversa e estrutural e na imunoproteoma de Leptospira spp.,Identificação antígenos candidatos para vacina e diagnóstico com base na vacinologia reversa e estrutural e na imunoproteoma de Leptospira spp.
ALAN JOHN ALEXANDER MCBRIDE,Identificação antígenos candidatos para vacina e diagnóstico com base na vacinologia reversa e estrutural e na imunoproteoma de Leptospira spp.,Pesquisa
ALAN JOHN ALEXANDER MCBRIDE,Identificação antígenos candidatos para vacina e diagnóstico com base na vacinologia reversa e estrutural e na imunoproteoma de Leptospira spp.,21/12/2017 - 17/12/2025
ALAN JOHN ALEXANDER MCBRIDE,Identificação antígenos candidatos para vacina e diagnóstico com base na vacinologia reversa e estrutural e na imunoproteoma de Leptospira spp.,Centro de Desenvolvimento Tecnológico
ALAN JOHN ALEXANDER MCBRIDE,Identificação antígenos candidatos para vacina e diagnóstico com base na vacinologia reversa e estrutural e na imunoproteoma de Leptospira spp.,ALAN JOHN ALEXANDER MCBRIDE
ALAN JOHN ALEXANDER MCBRIDE,Identificação antígenos candidatos para vacina e diagnóstico com base na vacinologia reversa e estrutural e na imunoproteoma de Leptospira spp.,Ciências Biológicas
ALAN JOHN ALEXANDER MCBRIDE,Identificação antígenos candidatos para vacina e diagnóstico com base na vacinologia reversa e estrutural e na imunoproteoma de Leptospira spp.,"Os esforços para identificar e controlar as fontes ambientais de transmissão são complicados pelo fato de que os leptospiras sobrevivem no solo e na água e mantêm a infectividade por vários meses. A leptospirose rural é considerada difícil, senão impossível, de controlar devido ao amplo espectro de reservatórios de animais e à transmissão contínua entre hospedeiros silvestres e domésticos. No ambiente urbano, as intervenções visaram o reservatório doméstico de ratos. No entanto, a alta densidade de ratos torna as intervenções químicas e ecológicas dispendiosas. Além disso, os ratos domésticos tornaram-se cada vez mais resistentes aos pesticidas. Embora não reconhecidos internacionalmente, epidemias urbanas ocorreram no Brasil desde a década de 1960.
As vacinas são um grande foco de pesquisa devido à falta de medidas de controle efetivas. A imunização com leptospiras inteiras inativadas (bacterinas) foi bem documentada para proteger os animais experimentais contra a infecção por desafio. Acredita-se que a imunidade se deve a anticorpos anti-lipopolissacarídeo (LPS); a transferência passiva destes anticorpos confere proteção. As bacterinas são rotineiramente utilizadas em animais veterinários e são recomendados reforços anuais. Vários países desenvolveram bacterinas para uso humano e, em ensaios clínicos, a eficácia dessas vacinas foi relatada para variar entre 75 e 97%. No entanto, existem preocupações significativas com as vacinas baseadas em bacterinas em geral. Eles foram relatados para causar reações adversas graves e para conferir apenas imunidade a curto prazo. Além disso, a imunidade é serovar específica e existem >250 sorovares patogênicas. As bacterinas não são licenciadas para uso fora de seus respectivos países, mostrando a necessidade de identificar novas abordagens para o desenvolvimento da vacina."
ALAN JOHN ALEXANDER MCBRIDE,Identidade e pertencimento qualificando a formação do biotecnologista: ano V,Identidade e pertencimento qualificando a formação do biotecnologista: ano V
ALAN JOHN ALEXANDER MCBRIDE,Identidade e pertencimento qualificando a formação do biotecnologista: ano V,ENSINO
ALAN JOHN ALEXANDER MCBRIDE,Identidade e pertencimento qualificando a formação do biotecnologista: ano V,06/05/2019 - 31/12/2019
ALAN JOHN ALEXANDER MCBRIDE,Identidade e pertencimento qualificando a formação do biotecnologista: ano V,Centro de Desenvolvimento Tecnológico
ALAN JOHN ALEXANDER MCBRIDE,Identidade e pertencimento qualificando a formação do biotecnologista: ano V,Multidisciplinar - Biotecnologia
ALAN JOHN ALEXANDER MCBRIDE,Identidade e pertencimento qualificando a formação do biotecnologista: ano V,"A universidade deve ser um local onde a identidade e o pertencimento promovam o crescimento humano e profissional. Dentro deste processo de formação, o ensino, a pesquisa e a extensão são essenciais para inserção do acadêmico na comunidade universitária e sinalização de seu papel na sociedade; a partir de então, desenvolvendo as suas potencialidades humanísticas e técnicas. Assim, projetos de ensino que favoreçam a troca de conhecimento, desenvolvam a habilidade de transposição da informação e reforcem as habilidades previstas no projeto pedagógico do curso podem proporcionar tal benefício necessário para o aluno. A Biotecnologia compreende um amplo espectro de técnicas e conhecimentos biológicos, que aliados ao uso de organismos vivos permite solucionar problemas ou produzir bens de serviço. É a intersecção de diversas áreas do conhecimento como: engenharia, química, biologia e medicina, sendo uma ciência de grande potencial agregado, que para seu desenvolvimento, necessita de um ambiente com forte base acadêmica e científica. Com isso, estimular e complementar a formação de profissionais Biotecnologistas, na forma deste projeto de ensino - com ações de auxílio acadêmico, recepção dos alunos ingressantes do ano de 2019, delegação de tutores, seminários integrativos e outras ações de apoio ao ensino torna-se fundamental para a formação do indivíduo e crescimento do curso de Biotecnologia/UFPel."
